timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1707550755247,47,"cat/cdn/shop/products/Frame6-2022-12-16T125808.853.png-3,283",200,OK,Load Thread Group 2-4,bin,true,,96769,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T125808.853.png?v=1696600054,44,0,0
1707550754991,303,"search/cart.json-3,009",200,OK,Stress Thread Group 3-10,text,true,,2277,1288,10,16,https://supertails.com/cart.json,303,0,0
1707550755260,42,"cat/cdn/shop/products/Frame6-2022-12-16T133130.385.png-3,390",200,OK,Load Thread Group 2-3,bin,true,,121082,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T133130.385.png?v=1696600690,39,0,0
1707550755229,78,"cat/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg-3,443",200,OK,Smoke Thread Group 1-1,bin,true,,201084,1411,1,16,https://supertails.com/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg?v=1696494554,69,0,0
1707550755242,68,"cat/cdn/shop/products/Frame6-2022-12-16T133156.281.png-3,392",200,OK,Load Thread Group 2-2,bin,true,,122436,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T133156.281.png?v=1696600697,63,0,0
1707550755276,44,"cat/cdn/shop/files/Frame675.png-3,404",200,OK,Stress Thread Group 3-1,bin,true,,83807,1373,10,16,https://supertails.com/cdn/shop/files/Frame675.png?v=1698670803,40,0,0
1707550755274,48,"cat/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg-3,441",200,OK,Stress Thread Group 3-2,bin,true,,157043,1406,10,16,https://supertails.com/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg?v=1696494457,43,0,0
1707550755295,37,"cat/cdn/shop/products/Frame6-2022-12-16T130100.385.png-3,295",200,OK,Load Thread Group 2-4,bin,true,,63281,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T130100.385.png?v=1696600069,36,0,0
1707550755286,46,"cat/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg-3,432",200,OK,Stress Thread Group 3-3,bin,true,,152262,1406,10,16,https://supertails.com/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg?v=1696494542,41,0,0
1707550755280,68,"cat/cdn/shop/files/Frame674.png-3,405",200,OK,Load Thread Group 2-1,bin,true,,83797,1373,5,16,https://supertails.com/cdn/shop/files/Frame674.png?v=1698670804,66,0,0
1707550755303,56,"cat/cdn/shop/products/Frame6-2022-12-16T132849.031.png-3,394",200,OK,Load Thread Group 2-3,bin,true,,95880,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T132849.031.png?v=1696600708,54,0,0
1707550755320,43,"cat/cdn/shop/products/Frame6-2022-12-16T133036.944.png-3,401",200,OK,Stress Thread Group 3-1,bin,true,,63276,1396,10,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T133036.944.png?v=1696600777,41,0,0
1707550755332,38,"cat/cdn/shop/products/Frame6-2022-12-16T141429.079.png-3,296",200,OK,Load Thread Group 2-4,bin,true,,69520,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T141429.079.png?v=1696600860,37,0,0
1707550755322,57,"cat/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg-3,439",200,OK,Stress Thread Group 3-2,bin,true,,153036,1406,10,16,https://supertails.com/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg?v=1696494545,52,0,0
1707550755312,68,"cat/cdn/shop/products/Frame6-2022-12-16T133130.385.png-3,390",200,OK,Load Thread Group 2-2,bin,true,,121078,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T133130.385.png?v=1696600690,64,0,0
1707550755348,48,"cat/cdn/shop/files/Frame10714.png-3,411",200,OK,Load Thread Group 2-1,bin,true,,57779,1375,5,16,https://supertails.com/cdn/shop/files/Frame10714.png?v=1701262045,47,0,0
1707550755332,68,"cat/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg-3,437",200,OK,Stress Thread Group 3-3,bin,true,,159037,1406,10,16,https://supertails.com/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg?v=1696494418,63,0,0
1707550755371,41,"cat/cdn/shop/products/Frame6-2022-12-16T141710.895.png-3,301",200,OK,Load Thread Group 2-4,bin,true,,93140,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T141710.895.png?v=1696600926,39,0,0
1707550755364,49,"cat/cdn/shop/files/Frame835_1.png-3,407",200,OK,Stress Thread Group 3-1,bin,true,,47007,1375,10,16,https://supertails.com/cdn/shop/files/Frame835_1.png?v=1698915436,48,0,0
1707550755380,48,"cat/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg-3,443",200,OK,Stress Thread Group 3-2,bin,true,,200945,1411,10,16,https://supertails.com/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg?v=1696494554,43,0,0
1707550755380,57,"cat/cdn/shop/products/Frame6-2022-12-16T132849.031.png-3,394",200,OK,Load Thread Group 2-2,bin,true,,95879,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T132849.031.png?v=1696600708,54,0,0
1707550755396,45,"cat/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg-3,424",200,OK,Load Thread Group 2-1,bin,true,,58498,1413,5,16,https://supertails.com/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg?v=1696494539,44,0,0
1707550755401,50,"cat/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg-3,441",200,OK,Stress Thread Group 3-3,bin,true,,157180,1406,10,16,https://supertails.com/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg?v=1696494457,44,0,0
1707550755413,42,"cat/cdn/shop/products/Frame6-2022-12-16T141528.069.png-3,298",200,OK,Load Thread Group 2-4,bin,true,,94739,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T141528.069.png?v=1696600904,40,0,0
1707550755414,45,"cat/cdn/shop/files/Frame674.png-3,405",200,OK,Stress Thread Group 3-1,bin,true,,83795,1373,10,16,https://supertails.com/cdn/shop/files/Frame674.png?v=1698670804,41,0,0
1707550755131,339,"offer/.well-known/shopify/monorail/unstable/produce_batch-3,122",200,OK,Stress Thread Group 3-7,,true,,1116,2457,10,16,https://supertails.com/.well-known/shopify/monorail/unstable/produce_batch,339,0,0
1707550755360,114,"cat/cdn/shop/products/Frame6-2022-12-16T132936.675.png-3,399",200,OK,Load Thread Group 2-3,bin,true,,86494,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T132936.675.png?v=1696600715,112,0,0
1707550755437,43,"cat/cdn/shop/products/Frame6-2022-12-16T132936.675.png-3,399",200,OK,Load Thread Group 2-2,bin,true,,86493,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T132936.675.png?v=1696600715,40,0,0
1707550755441,49,"cat/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg-3,432",200,OK,Load Thread Group 2-1,bin,true,,152412,1406,5,16,https://supertails.com/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg?v=1696494542,45,0,0
1707550755452,43,"cat/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg-3,439",200,OK,Stress Thread Group 3-3,bin,true,,153036,1406,10,16,https://supertails.com/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg?v=1696494545,38,0,0
1707550755460,41,"cat/cdn/shop/files/Frame10714.png-3,411",200,OK,Stress Thread Group 3-1,bin,true,,57785,1375,10,16,https://supertails.com/cdn/shop/files/Frame10714.png?v=1701262045,39,0,0
1707550755456,47,"cat/cdn/shop/products/Frame6-2022-12-16T141624.218.png-3,300",200,OK,Load Thread Group 2-4,bin,true,,90756,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T141624.218.png?v=1696600911,44,0,0
1707550755200,317,"offer/.well-known/shopify/monorail/unstable/produce_batch-3,123",200,OK,Stress Thread Group 3-6,,true,,1118,3419,10,16,https://supertails.com/.well-known/shopify/monorail/unstable/produce_batch,317,0,0
1707550755475,45,"cat/cdn/shop/files/Frame675.png-3,404",200,OK,Load Thread Group 2-3,bin,true,,83804,1373,5,16,https://supertails.com/cdn/shop/files/Frame675.png?v=1698670803,43,0,0
1707550755481,59,"cat/cdn/shop/files/Frame675.png-3,404",200,OK,Load Thread Group 2-2,bin,true,,83804,1373,5,16,https://supertails.com/cdn/shop/files/Frame675.png?v=1698670803,58,0,0
1707550755491,50,"cat/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg-3,437",200,OK,Load Thread Group 2-1,bin,true,,159182,1406,5,16,https://supertails.com/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg?v=1696494418,43,0,0
1707550755495,55,"cat/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg-3,443",200,OK,Stress Thread Group 3-3,bin,true,,200942,1411,10,16,https://supertails.com/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg?v=1696494554,48,0,0
1707550754554,1001,"cat/pages/cat-products-3,201",200,OK,Stress Thread Group 3-4,text,true,,148156,1458,10,16,https://supertails.com/pages/cat-products,770,0,0
1707550755502,55,"cat/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg-3,424",200,OK,Stress Thread Group 3-1,bin,true,,58502,1413,10,16,https://supertails.com/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg?v=1696494539,53,0,0
1707550755503,57,"cat/cdn/shop/products/Frame6-2022-12-16T141739.290.png-3,309",200,OK,Load Thread Group 2-4,bin,true,,83674,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T141739.290.png?v=1696600947,55,0,0
1707550755521,48,"cat/cdn/shop/products/Frame6-2022-12-16T133036.944.png-3,401",200,OK,Load Thread Group 2-3,bin,true,,63277,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T133036.944.png?v=1696600777,47,0,0
1707550755518,65,"cat/checkouts/internal/preloads.js-3,159",200,OK,Stress Thread Group 3-6,text,true,,1848,1391,10,16,https://supertails.com/checkouts/internal/preloads.js?permanent-domain=supertail.myshopify.com&locale=en-IN,65,0,0
1707550755560,37,"cat/cdn/shop/products/Frame6-2022-12-16T141350.572.png-3,297",200,OK,Load Thread Group 2-4,bin,true,,97129,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T141350.572.png?v=1696600894,35,0,0
1707550755541,57,"cat/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg-3,441",200,OK,Load Thread Group 2-1,bin,true,,157047,1406,5,16,https://supertails.com/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg?v=1696494457,52,0,0
1707550755556,52,"cat/cdn/shop/t/462/assets/pagefly.bc58673e.css-3,265",200,OK,Stress Thread Group 3-4,text,true,,7466,1361,10,16,https://supertails.com/cdn/shop/t/462/assets/pagefly.bc58673e.css?v=60749442741763067811707419906,52,0,0
1707550755308,299,"cat/cart-3,428",200,OK,Smoke Thread Group 1-1,text,true,,4039,1299,1,16,https://supertails.com/cart?t=1707545693734&view=ajax,299,0,0
1707550755541,68,"cat/cdn/shop/products/Frame6-2022-12-16T133036.944.png-3,401",200,OK,Load Thread Group 2-2,bin,true,,63272,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T133036.944.png?v=1696600777,66,0,0
1707550755557,54,"cat/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg-3,432",200,OK,Stress Thread Group 3-1,bin,true,,152420,1406,10,16,https://supertails.com/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg?v=1696494542,46,0,0
1707550755569,42,"cat/cdn/shop/files/Frame835_1.png-3,407",200,OK,Load Thread Group 2-3,bin,true,,46860,1375,5,16,https://supertails.com/cdn/shop/files/Frame835_1.png?v=1698915436,42,0,0
1707550755295,317,"search/.well-known/shopify/monorail/v1/produce-3,024",200,OK,Stress Thread Group 3-10,,true,,1116,5313,10,16,https://supertails.com/.well-known/shopify/monorail/v1/produce,317,0,0
1707550755583,40,"cat/cdn/shop/t/462/compiled_assets/styles.css-3,150",200,OK,Stress Thread Group 3-6,text,true,,1470,1369,10,16,https://supertails.com/cdn/shop/t/462/compiled_assets/styles.css?349333,40,0,0
1707550755598,47,"cat/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg-3,439",200,OK,Load Thread Group 2-1,bin,true,,153032,1406,5,16,https://supertails.com/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg?v=1696494545,43,0,0
1707550755609,41,"cat/cdn/shop/files/image598_1_1_1.png-3,444",200,OK,Smoke Thread Group 1-1,bin,true,,65691,1379,1,16,https://supertails.com/cdn/shop/files/image598_1_1_1.png?v=1706160601,40,0,0
1707550755598,54,"cat/wpm@cc00d552w755d100bpc2f13081mb87193f6/web-pixel-shopify-custom-pixel@0575/sandbox/modern/pages/cat-products-3,310",200,OK,Load Thread Group 2-4,text,true,,18240,1545,5,16,https://supertails.com/wpm@cc00d552w755d100bpc2f13081mb87193f6/web-pixel-shopify-custom-pixel@0575/sandbox/modern/pages/cat-products,54,0,0
1707550755610,43,"cat/cdn/shop/files/Frame835_1.png-3,407",200,OK,Load Thread Group 2-2,bin,true,,46866,1375,5,16,https://supertails.com/cdn/shop/files/Frame835_1.png?v=1698915436,42,0,0
1707550755609,60,"cat/checkouts/internal/preloads.js-3,267",200,OK,Stress Thread Group 3-4,text,true,,1863,1357,10,16,https://supertails.com/checkouts/internal/preloads.js?permanent-domain=supertail.myshopify.com&locale=en-IN,60,0,0
1707550755612,62,"cat/cdn/shop/files/Frame674.png-3,405",200,OK,Load Thread Group 2-3,bin,true,,83788,1373,5,16,https://supertails.com/cdn/shop/files/Frame674.png?v=1698670804,59,0,0
1707550755611,79,"cat/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg-3,437",200,OK,Stress Thread Group 3-1,bin,true,,159178,1406,10,16,https://supertails.com/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg?v=1696494418,72,0,0
1707550755653,39,"cat/cdn/shop/products/Frame6-2022-12-16T140834.803_b1beff0a-dc35-48d1-b3f5-9287e893180a.png-3,311",200,OK,Load Thread Group 2-4,bin,true,,121079,1433,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T140834.803_b1beff0a-dc35-48d1-b3f5-9287e893180a.png?v=1696600957,35,0,0
1707550755651,41,"cat/cdn/shop/files/Frame10713_c366b90b-7cab-44d4-a2dd-0339a391b170.png-3,422",200,OK,Smoke Thread Group 1-1,bin,true,,51769,1412,1,16,https://supertails.com/cdn/shop/files/Frame10713_c366b90b-7cab-44d4-a2dd-0339a391b170.png?v=1701262044,41,0,0
1707550755646,50,"cat/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg-3,443",200,OK,Load Thread Group 2-1,bin,true,,201094,1411,5,16,https://supertails.com/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg?v=1696494554,43,0,0
1707550755654,56,"cat/cdn/shop/files/Frame674.png-3,405",200,OK,Load Thread Group 2-2,bin,true,,83791,1373,5,16,https://supertails.com/cdn/shop/files/Frame674.png?v=1698670804,54,0,0
1707550755669,42,"cat/cdn/shop/products/Frame6-2022-12-16T130032.278.png-3,277",200,OK,Stress Thread Group 3-4,bin,true,,78639,1396,10,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T130032.278.png?v=1696600018,40,0,0
1707550755674,47,"cat/cdn/shop/files/Frame10714.png-3,411",200,OK,Load Thread Group 2-3,bin,true,,57646,1375,5,16,https://supertails.com/cdn/shop/files/Frame10714.png?v=1701262045,45,0,0
1707550755693,40,"cat/cdn/shop/files/Frame672.png-3,313",200,OK,Load Thread Group 2-4,bin,true,,83500,1373,5,16,https://supertails.com/cdn/shop/files/Frame672.png?v=1698670524,38,0,0
1707550755429,304,"cat/cart-3,428",200,OK,Stress Thread Group 3-2,text,true,,4033,1299,10,16,https://supertails.com/cart?t=1707545693734&view=ajax,304,0,0
1707550755693,41,"cat/cdn/shop/products/Group529_1.jpg-3,450",200,OK,Smoke Thread Group 1-1,bin,true,,54183,1378,1,16,https://supertails.com/cdn/shop/products/Group529_1.jpg?v=1696496773,40,0,0
1707550755691,59,"cat/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg-3,441",200,OK,Stress Thread Group 3-1,bin,true,,157039,1406,10,16,https://supertails.com/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg?v=1696494457,52,0,0
1707550755712,47,"cat/cdn/shop/products/Frame6-2022-12-16T125719.156.png-3,269",200,OK,Stress Thread Group 3-4,bin,true,,62256,1396,10,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T125719.156.png?v=1696599985,45,0,0
1707550755711,53,"cat/cdn/shop/files/Frame10714.png-3,411",200,OK,Load Thread Group 2-2,bin,true,,57781,1375,5,16,https://supertails.com/cdn/shop/files/Frame10714.png?v=1701262045,51,0,0
1707550755721,45,"cat/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg-3,424",200,OK,Load Thread Group 2-3,bin,true,,58493,1413,5,16,https://supertails.com/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg?v=1696494539,45,0,0
1707550755734,41,"cat/cdn/shop/files/Frame671.png-3,314",200,OK,Load Thread Group 2-4,bin,true,,83488,1373,5,16,https://supertails.com/cdn/shop/files/Frame671.png?v=1698670525,39,0,0
1707550755735,41,"cat/cdn/shop/files/Back.png-3,449",200,OK,Smoke Thread Group 1-1,bin,true,,65609,1369,1,16,https://supertails.com/cdn/shop/files/Back.png?v=1706607396,40,0,0
1707550755734,50,"cat/cdn/shop/files/image598_1_1_1.png-3,444",200,OK,Stress Thread Group 3-2,bin,true,,65684,1379,10,16,https://supertails.com/cdn/shop/files/image598_1_1_1.png?v=1706160601,49,0,0
1707550755751,45,"cat/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg-3,439",200,OK,Stress Thread Group 3-1,bin,true,,153040,1406,10,16,https://supertails.com/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg?v=1696494545,38,0,0
1707550755471,329,"offer/.well-known/shopify/monorail/unstable/produce_batch-3,120",200,OK,Stress Thread Group 3-7,,true,,1118,1656,10,16,https://supertails.com/.well-known/shopify/monorail/unstable/produce_batch,329,0,0
1707550755767,46,"cat/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg-3,424",200,OK,Load Thread Group 2-2,bin,true,,58498,1413,5,16,https://supertails.com/cdn/shop/products/Frame6_3fb67496-02a7-4b6e-a6dc-104ab84cdb59_1.jpg?v=1696494539,45,0,0
1707550755775,39,"cat/cdn/shop/products/Frame6-2022-12-16T131119.769.png-3,322",200,OK,Load Thread Group 2-4,bin,true,,90291,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T131119.769.png?v=1696600222,36,0,0
1707550755760,54,"cat/cdn/shop/products/Frame6-2022-12-16T125613.917.png-3,276",200,OK,Stress Thread Group 3-4,bin,true,,91835,1396,10,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T125613.917.png?v=1696599994,50,0,0
1707550755777,43,"cat/cdn/shop/files/Front_2.png-3,448",200,OK,Smoke Thread Group 1-1,bin,true,,59045,1372,1,16,https://supertails.com/cdn/shop/files/Front_2.png?v=1706607397,42,0,0
1707550755767,57,"cat/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg-3,432",200,OK,Load Thread Group 2-3,bin,true,,152264,1406,5,16,https://supertails.com/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg?v=1696494542,54,0,0
1707550755785,47,"cat/cdn/shop/files/Frame10713_c366b90b-7cab-44d4-a2dd-0339a391b170.png-3,422",200,OK,Stress Thread Group 3-2,bin,true,,51764,1412,10,16,https://supertails.com/cdn/shop/files/Frame10713_c366b90b-7cab-44d4-a2dd-0339a391b170.png?v=1701262044,46,0,0
1707550755551,294,"cat/cart-3,428",200,OK,Stress Thread Group 3-3,text,true,,4029,1299,10,16,https://supertails.com/cart?t=1707545693734&view=ajax,294,0,0
1707550755797,50,"cat/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg-3,443",200,OK,Stress Thread Group 3-1,bin,true,,201078,1411,10,16,https://supertails.com/cdn/shop/products/Frame8_41751579-f231-4187-a8a7-631737ebd9db.jpg?v=1696494554,40,0,0
1707550755814,40,"cat/cdn/shop/products/Frame6-2022-12-16T131209.385.png-3,319",200,OK,Load Thread Group 2-4,bin,true,,62677,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T131209.385.png?v=1696600212,39,0,0
1707550755814,50,"cat/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg-3,432",200,OK,Load Thread Group 2-2,bin,true,,152276,1406,5,16,https://supertails.com/cdn/shop/products/4_3b8acc32-b684-4c75-a5fd-414ceb7a054d.jpg?v=1696494542,44,0,0
1707550755821,48,"cat/cdn/shop/products/Frame1-2021-10-11T161359.273-776623-156576.png-3,452",200,OK,Smoke Thread Group 1-1,bin,true,,127565,1410,1,16,https://supertails.com/cdn/shop/products/Frame1-2021-10-11T161359.273-776623-156576.png?v=1696496818,44,0,0
1707550755814,58,"cat/cdn/shop/products/Frame6-2022-12-16T130127.289.png-3,278",200,OK,Stress Thread Group 3-4,bin,true,,121088,1396,10,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T130127.289.png?v=1696600030,54,0,0
1707550755832,46,"cat/cdn/shop/products/Group529_1.jpg-3,450",200,OK,Stress Thread Group 3-2,bin,true,,54051,1378,10,16,https://supertails.com/cdn/shop/products/Group529_1.jpg?v=1696496773,45,0,0
1707550755855,37,"cat/cdn/shop/products/Frame6-2022-12-16T131440.985.png-3,324",200,OK,Load Thread Group 2-4,bin,true,,78466,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T131440.985.png?v=1696600239,36,0,0
1707550755847,45,"cat/cdn/shop/files/image598_1_1_1.png-3,444",200,OK,Stress Thread Group 3-3,bin,true,,65690,1379,10,16,https://supertails.com/cdn/shop/files/image598_1_1_1.png?v=1706160601,42,0,0
1707550755825,69,"cat/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg-3,437",200,OK,Load Thread Group 2-3,bin,true,,159038,1406,5,16,https://supertails.com/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg?v=1696494418,64,0,0
1707550755864,46,"cat/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg-3,437",200,OK,Load Thread Group 2-2,bin,true,,159039,1406,5,16,https://supertails.com/cdn/shop/products/5_503d90b3-6065-4f0a-a7e6-7498b5e9ea28.jpg?v=1696494418,42,0,0
1707550755869,47,"cat/cdn/shop/products/Group532-687777.png-3,453",200,OK,Smoke Thread Group 1-1,bin,true,,150417,1383,1,16,https://supertails.com/cdn/shop/products/Group532-687777.png?v=1696496826,43,0,0
1707550755878,53,"cat/cdn/shop/files/Back.png-3,449",200,OK,Stress Thread Group 3-2,bin,true,,65601,1369,10,16,https://supertails.com/cdn/shop/files/Back.png?v=1706607396,51,0,0
1707550755893,48,"cat/cdn/shop/products/Frame6-2022-12-16T131702.545.png-3,326",200,OK,Load Thread Group 2-4,bin,true,,127332,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T131702.545.png?v=1696600264,43,0,0
1707550755894,48,"cat/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg-3,441",200,OK,Load Thread Group 2-3,bin,true,,157043,1406,5,16,https://supertails.com/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg?v=1696494457,43,0,0
1707550755624,321,"cat/.well-known/shopify/monorail/unstable/produce_batch-3,154",200,OK,Stress Thread Group 3-6,,true,,1122,1946,10,16,https://supertails.com/.well-known/shopify/monorail/unstable/produce_batch,321,0,0
1707550755893,55,"cat/cdn/shop/files/Frame10713_c366b90b-7cab-44d4-a2dd-0339a391b170.png-3,422",200,OK,Stress Thread Group 3-3,bin,true,,51771,1412,10,16,https://supertails.com/cdn/shop/files/Frame10713_c366b90b-7cab-44d4-a2dd-0339a391b170.png?v=1701262044,54,0,0
1707550755917,39,"cat/cdn/shop/files/Frame872.png-3,460",200,OK,Smoke Thread Group 1-1,bin,true,,50096,1373,1,16,https://supertails.com/cdn/shop/files/Frame872.png?v=1699879153,38,0,0
1707550755911,45,"cat/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg-3,441",200,OK,Load Thread Group 2-2,bin,true,,157186,1406,5,16,https://supertails.com/cdn/shop/products/7_cf6659a8-c2f6-414e-8399-0d28867319fc.jpg?v=1696494457,40,0,0
1707550755931,48,"cat/cdn/shop/files/Front_2.png-3,448",200,OK,Stress Thread Group 3-2,bin,true,,59045,1372,10,16,https://supertails.com/cdn/shop/files/Front_2.png?v=1706607397,47,0,0
1707550755941,45,"cat/cdn/shop/products/Frame6-2022-12-16T131635.566.png-3,325",200,OK,Load Thread Group 2-4,bin,true,,121089,1396,5,16,https://supertails.com/cdn/shop/products/Frame6-2022-12-16T131635.566.png?v=1696600252,42,0,0
1707550755945,42,"cat/cdn/shop/t/462/compiled_assets/scripts.js-3,160",200,OK,Stress Thread Group 3-6,text,true,,1932,1355,10,16,https://supertails.com/cdn/shop/t/462/compiled_assets/scripts.js?349333,42,0,0
1707550755948,48,"cat/cdn/shop/products/Group529_1.jpg-3,450",200,OK,Stress Thread Group 3-3,bin,true,,54047,1378,10,16,https://supertails.com/cdn/shop/products/Group529_1.jpg?v=1696496773,47,0,0
1707550755956,41,"cat/cdn/shop/products/Group531-478553-625416.png-3,456",200,OK,Smoke Thread Group 1-1,bin,true,,68869,1390,1,16,https://supertails.com/cdn/shop/products/Group531-478553-625416.png?v=1696496830,40,0,0
1707550755697,301,"cat/cart-3,428",200,OK,Load Thread Group 2-1,text,true,,4042,1299,5,16,https://supertails.com/cart?t=1707545693734&view=ajax,301,0,0
1707550754987,1014,"cat/pages/cat-products-3,201",200,OK,Stress Thread Group 3-5,text,true,,148077,1458,10,16,https://supertails.com/pages/cat-products,1005,0,0
1707550755942,62,"cat/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg-3,439",200,OK,Load Thread Group 2-3,bin,true,,153174,1406,5,16,https://supertails.com/cdn/shop/products/6_e8245edd-2bf2-498d-82bf-47643292ea71.jpg?v=1696494545,58,0,0
